symbol,timestamp,open,high,low,close,volume
TCS,2023-02-21,3549.28,3551.72,3468.5,3468.5,7218439
TCS,2023-02-22,3468.5,3494.88,3462.92,3494.88,2237688
TCS,2023-02-23,3494.88,3506.13,3455.56,3455.56,8354999
TCS,2023-02-24,3455.56,3502.69,3367.82,3393.49,3176670
TCS,2023-02-27,3393.49,3420.02,3351.52,3408.42,7533601
TCS,2023-02-28,3408.42,3429.47,3342.61,3342.61,1757259
TCS,2023-03-01,3342.61,3366.49,3280.25,3358.98,6867651
TCS,2023-03-02,3358.98,3384.53,3326.92,3384.53,3135241
TCS,2023-03-03,3384.53,3445.04,3351.93,3445.04,6918516
TCS,2023-03-06,3445.04,3474.93,3440.02,3468.1,4309442
TCS,2023-03-07,3468.1,3496.39,3423.56,3423.56,9028418
TCS,2023-03-08,3423.56,3464.96,3405.14,3442.79,5523733
TCS,2023-03-09,3442.79,3536.44,3421.25,3430.84,3526951
TCS,2023-03-10,3430.84,3432.28,3388.45,3388.45,2593996
TCS,2023-03-13,3388.45,3412.64,3372.41,3378.78,9672579
TCS,2023-03-14,3378.78,3394.07,3352.53,3376.78,4465879
TCS,2023-03-15,3376.78,3405.7,3355.85,3355.85,9425392
TCS,2023-03-16,3355.85,3377.0,3294.82,3294.82,1874588
TCS,2023-03-17,3294.82,3332.48,3283.03,3299.35,7273141
TCS,2023-03-20,3299.35,3330.99,3253.75,3328.75,3642326
TCS,2023-03-21,3328.75,3356.13,3311.6,3356.13,8184656
TCS,2023-03-22,3356.13,3551.76,3322.96,3551.76,8162134
TCS,2023-03-23,3551.76,3578.72,3524.31,3536.74,6204521
TCS,2023-03-24,3536.74,3538.14,3517.83,3525.95,5883801
TCS,2023-03-27,3525.95,3582.81,3509.31,3564.0,2143544
TCS,2023-03-28,3564.0,3624.0,3559.42,3624.0,2942389
TCS,2023-03-29,3624.0,3631.85,3586.11,3586.11,5865716
TCS,2023-03-30,3586.11,3635.01,3552.85,3552.85,9782668
TCS,2023-03-31,3552.85,3559.48,3446.7,3446.7,4950742
TCS,2023-04-03,3446.7,3492.5,3389.44,3492.5,2559648
TCS,2023-04-04,3492.5,3515.32,3430.84,3469.36,6941776
TCS,2023-04-05,3469.36,3492.17,3412.07,3492.17,6505486
TCS,2023-04-06,3492.17,3509.08,3414.33,3414.33,1129541
TCS,2023-04-07,3414.33,3422.44,3350.42,3379.8,1880507
TCS,2023-04-10,3379.8,3414.42,3217.16,3217.16,4586542
TCS,2023-04-11,3217.16,3266.81,3158.56,3158.56,1407736
TCS,2023-04-12,3158.56,3228.42,3121.82,3228.42,6928242
TCS,2023-04-13,3228.42,3234.96,3226.46,3230.53,6271980
TCS,2023-04-14,3230.53,3251.92,3179.29,3237.65,5124276
TCS,2023-04-17,3237.65,3259.89,3179.15,3179.15,4474923
TCS,2023-04-18,3179.15,3198.95,3172.54,3194.14,8603877
TCS,2023-04-19,3194.14,3214.02,3172.12,3172.12,7270634
TCS,2023-04-20,3172.12,3216.51,3146.33,3216.51,3538311
TCS,2023-04-21,3216.51,3248.49,3193.67,3248.49,8261512
TCS,2023-04-24,3248.49,3252.31,3206.99,3249.1,4067231
TCS,2023-04-25,3249.1,3299.55,3221.89,3221.89,7790885
TCS,2023-04-26,3221.89,3286.6,3199.92,3286.6,4502815
TCS,2023-04-27,3286.6,3295.5,3266.45,3272.94,9550557
TCS,2023-04-28,3272.94,3292.42,3246.16,3279.34,3638896
TCS,2023-05-01,3279.34,3383.91,3240.1,3383.91,7771370
TCS,2023-05-02,3383.91,3417.28,3383.49,3417.28,1518028
TCS,2023-05-03,3417.28,3488.7,3356.78,3372.99,8989337
TCS,2023-05-04,3372.99,3383.83,3332.91,3332.91,6563962
TCS,2023-05-05,3332.91,3347.36,3306.4,3306.4,8396740
TCS,2023-05-08,3306.4,3314.07,3258.52,3284.69,8315196
TCS,2023-05-09,3284.69,3306.51,3216.99,3216.99,1751506
TCS,2023-05-10,3216.99,3264.45,3189.4,3233.6,2000777
TCS,2023-05-11,3233.6,3243.37,3227.46,3227.46,5217945
TCS,2023-05-12,3227.46,3254.16,3210.7,3244.69,9659552
TCS,2023-05-15,3244.69,3320.92,3217.3,3320.92,8817392
TCS,2023-05-16,3320.92,3333.74,3317.67,3333.74,9723722
TCS,2023-05-17,3333.74,3409.61,3296.75,3296.75,7261738
TCS,2023-05-18,3296.75,3404.88,3267.99,3404.88,1409017
TCS,2023-05-19,3404.88,3415.94,3371.63,3415.94,6581193
TCS,2023-05-22,3415.94,3436.42,3343.39,3374.62,6252905
TCS,2023-05-23,3374.62,3439.17,3349.7,3349.7,8324155
TCS,2023-05-24,3349.7,3366.18,3305.47,3306.23,9394556
TCS,2023-05-25,3306.23,3398.71,3296.9,3398.71,8294979
TCS,2023-05-26,3398.71,3444.73,3313.08,3313.08,4733375
TCS,2023-05-29,3313.08,3376.25,3311.24,3376.25,8782501
TCS,2023-05-30,3376.25,3378.2,3361.05,3378.2,5054897
TCS,2023-05-31,3378.2,3424.43,3360.11,3411.45,7045306
TCS,2023-06-01,3411.45,3455.04,3334.65,3334.65,5682769
TCS,2023-06-02,3334.65,3338.48,3282.92,3298.88,8669633
TCS,2023-06-05,3298.88,3402.5,3290.67,3402.5,2206137
TCS,2023-06-06,3402.5,3453.79,3372.64,3453.79,2916677
TCS,2023-06-07,3453.79,3514.53,3412.92,3510.35,9137428
TCS,2023-06-08,3510.35,3517.38,3404.73,3404.73,8052877
TCS,2023-06-09,3404.73,3489.61,3346.74,3489.61,5132221
TCS,2023-06-12,3489.61,3489.82,3475.54,3488.45,3958764
TCS,2023-06-13,3488.45,3511.81,3421.93,3421.93,2636920
TCS,2023-06-14,3421.93,3447.51,3375.4,3375.4,5265654
TCS,2023-06-15,3375.4,3392.41,3327.18,3327.18,2593094
TCS,2023-06-16,3327.18,3374.89,3289.27,3289.27,4278428
TCS,2023-06-19,3289.27,3387.85,3266.26,3387.85,8862207
TCS,2023-06-20,3387.85,3416.7,3366.84,3400.42,7734337
TCS,2023-06-21,3400.42,3420.0,3375.06,3375.06,6564292
TCS,2023-06-22,3375.06,3396.21,3260.21,3260.21,7727238
TCS,2023-06-23,3260.21,3290.04,3159.84,3290.04,1964548
TCS,2023-06-26,3290.04,3346.94,3209.21,3346.94,3182234
TCS,2023-06-27,3346.94,3394.54,3310.64,3310.64,2077859
TCS,2023-06-28,3310.64,3317.86,3258.58,3258.58,7111920
TCS,2023-06-29,3258.58,3306.81,3256.06,3259.82,6281570
TCS,2023-06-30,3259.82,3274.18,3208.25,3219.34,2148222
TCS,2023-07-03,3219.34,3263.86,3178.66,3178.66,4204870
TCS,2023-07-04,3178.66,3271.3,3174.62,3271.3,3135041
TCS,2023-07-05,3271.3,3287.23,3241.0,3241.0,2560362
TCS,2023-07-06,3241.0,3322.12,3200.62,3200.62,9841407
TCS,2023-07-07,3200.62,3229.67,3182.16,3190.75,2537988
TCS,2023-07-10,3190.75,3228.5,3184.13,3228.5,6010866
TCS,2023-07-11,3228.5,3246.04,3149.27,3149.27,3913113
TCS,2023-07-12,3149.27,3177.8,3062.95,3177.8,3181687
TCS,2023-07-13,3177.8,3206.54,3157.5,3191.77,2389264
TCS,2023-07-14,3191.77,3280.62,3113.81,3113.81,1466411
TCS,2023-07-17,3113.81,3125.79,3075.18,3075.18,3291765
TCS,2023-07-18,3075.18,3109.21,3050.11,3050.11,6360748
TCS,2023-07-19,3050.11,3074.42,2938.55,2938.55,8475574
TCS,2023-07-20,2938.55,2943.54,2931.07,2931.07,2631097
TCS,2023-07-21,2931.07,2936.35,2896.85,2936.35,2257951
TCS,2023-07-24,2936.35,2953.8,2919.07,2949.02,2472903
TCS,2023-07-25,2949.02,2967.94,2940.48,2967.94,4229474
TCS,2023-07-26,2967.94,3061.82,2939.82,3061.82,8349394
TCS,2023-07-27,3061.82,3092.69,2969.75,2969.75,7728484
TCS,2023-07-28,2969.75,3016.68,2955.57,2955.57,9096171
TCS,2023-07-31,2955.57,3020.93,2948.61,2993.82,2052082
TCS,2023-08-01,2993.82,3029.94,2976.79,3029.94,4014150
TCS,2023-08-02,3029.94,3046.84,3010.76,3046.84,9045033
TCS,2023-08-03,3046.84,3152.14,3034.53,3152.14,3805498
TCS,2023-08-04,3152.14,3192.97,3149.88,3192.97,7862128
TCS,2023-08-07,3192.97,3204.07,3166.5,3171.69,8391315
TCS,2023-08-08,3171.69,3202.73,3157.6,3160.44,3063262
TCS,2023-08-09,3160.44,3190.9,3129.67,3179.9,6770328
TCS,2023-08-10,3179.9,3239.59,3155.3,3201.22,2634379
TCS,2023-08-11,3201.22,3206.68,3143.05,3143.05,4607662
TCS,2023-08-14,3143.05,3175.47,3134.25,3175.47,5552998
TCS,2023-08-15,3175.47,3181.91,3123.45,3123.45,8849115
TCS,2023-08-16,3123.45,3146.12,3108.43,3130.14,7365147
TCS,2023-08-17,3130.14,3142.21,3094.46,3142.21,6460435
TCS,2023-08-18,3142.21,3218.88,3111.12,3218.88,9863570
TCS,2023-08-21,3218.88,3300.59,3202.01,3214.41,4591024
TCS,2023-08-22,3214.41,3228.13,3181.88,3208.4,5836560
TCS,2023-08-23,3208.4,3215.78,3130.36,3130.36,4122578
TCS,2023-08-24,3130.36,3182.61,3116.16,3116.16,2267713
TCS,2023-08-25,3116.16,3116.37,3047.46,3047.46,4770329
TCS,2023-08-28,3047.46,3068.68,2991.11,3038.43,1117850
TCS,2023-08-29,3038.43,3091.29,3022.73,3091.29,9649632
TCS,2023-08-30,3091.29,3125.5,3011.74,3080.37,1603688
TCS,2023-08-31,3080.37,3104.47,3059.6,3084.65,9082488
TCS,2023-09-01,3084.65,3101.51,3059.64,3059.64,6083570
TCS,2023-09-04,3059.64,3102.13,2978.28,3036.23,4966864
TCS,2023-09-05,3036.23,3099.19,3025.83,3094.5,8756070
TCS,2023-09-06,3094.5,3099.14,3078.17,3078.81,3436702
TCS,2023-09-07,3078.81,3132.76,3029.06,3029.06,1243863
TCS,2023-09-08,3029.06,3088.35,3007.0,3088.35,7047034
TCS,2023-09-11,3088.35,3103.46,3050.6,3065.59,1894972
TCS,2023-09-12,3065.59,3099.91,3036.76,3099.91,8701268
TCS,2023-09-13,3099.91,3135.85,3066.4,3084.68,3638329
TCS,2023-09-14,3084.68,3136.19,3030.24,3114.72,9034045
TCS,2023-09-15,3114.72,3147.39,3091.86,3091.86,6312654
TCS,2023-09-18,3091.86,3115.24,3028.08,3028.08,4684704
TCS,2023-09-19,3028.08,3079.45,2935.03,2935.03,7872452
TCS,2023-09-20,2935.03,2963.55,2932.24,2932.24,8198697
TCS,2023-09-21,2932.24,2933.91,2917.71,2917.71,6701303
TCS,2023-09-22,2917.71,2935.89,2844.33,2844.33,8514372
TCS,2023-09-25,2844.33,2854.21,2828.97,2846.53,1165516
TCS,2023-09-26,2846.53,2892.92,2814.73,2814.73,5987602
TCS,2023-09-27,2814.73,2859.58,2807.52,2859.58,6404651
TCS,2023-09-28,2859.58,2903.17,2844.99,2903.17,9229707
TCS,2023-09-29,2903.17,2940.31,2824.45,2824.45,2496550
TCS,2023-10-02,2824.45,2834.28,2818.84,2826.97,6428368
TCS,2023-10-03,2826.97,2866.74,2800.87,2802.45,7471413
TCS,2023-10-04,2802.45,2818.54,2747.03,2747.03,5284453
TCS,2023-10-05,2747.03,2768.73,2723.45,2768.73,1280648
TCS,2023-10-06,2768.73,2799.2,2726.67,2799.2,1462832
TCS,2023-10-09,2799.2,2908.1,2767.03,2908.1,1959384
TCS,2023-10-10,2908.1,2913.33,2878.88,2878.88,5459421
TCS,2023-10-11,2878.88,2931.05,2853.24,2853.24,8194742
TCS,2023-10-12,2853.24,2884.28,2826.72,2830.59,6312076
TCS,2023-10-13,2830.59,2837.6,2801.14,2801.14,2666196
TCS,2023-10-16,2801.14,2830.96,2797.79,2828.62,7590023
TCS,2023-10-17,2828.62,2859.19,2805.03,2853.78,3247012
TCS,2023-10-18,2853.78,2897.35,2852.13,2874.86,9889012
TCS,2023-10-19,2874.86,2894.83,2867.06,2894.83,9239394
TCS,2023-10-20,2894.83,2907.76,2840.84,2840.84,9739524
TCS,2023-10-23,2840.84,2860.2,2840.03,2840.57,3871904
TCS,2023-10-24,2840.57,2880.49,2826.34,2843.26,2085101
TCS,2023-10-25,2843.26,2856.87,2807.55,2854.15,1588207
TCS,2023-10-26,2854.15,2865.93,2799.08,2817.28,8116508
TCS,2023-10-27,2817.28,2862.29,2809.76,2862.29,3096635
TCS,2023-10-30,2862.29,2901.92,2860.95,2901.92,8189049
TCS,2023-10-31,2901.92,2942.82,2835.21,2880.86,8863094
TCS,2023-11-01,2880.86,2929.31,2830.19,2866.62,7638240
TCS,2023-11-02,2866.62,2874.69,2828.08,2849.98,3666773
TCS,2023-11-03,2849.98,2905.09,2812.14,2812.14,7116825
TCS,2023-11-06,2812.14,2855.06,2810.74,2855.06,6520702
TCS,2023-11-07,2855.06,2888.38,2808.78,2885.39,5614196
TCS,2023-11-08,2885.39,2900.71,2859.23,2859.23,8016260
TCS,2023-11-09,2859.23,2873.41,2836.84,2836.84,9721923
TCS,2023-11-10,2836.84,2898.7,2813.22,2898.7,8342498
TCS,2023-11-13,2898.7,2920.65,2878.31,2920.65,5832769
TCS,2023-11-14,2920.65,2989.9,2902.75,2989.9,8998732
TCS,2023-11-15,2989.9,3006.15,2957.5,2974.01,5957716
TCS,2023-11-16,2974.01,2997.75,2932.99,2967.6,7510781
TCS,2023-11-17,2967.6,2992.56,2936.55,2936.55,2981648
TCS,2023-11-20,2936.55,2943.12,2915.22,2915.22,5325279
TCS,2023-11-21,2915.22,2968.64,2905.22,2968.64,4130282
TCS,2023-11-22,2968.64,3023.47,2951.31,3000.49,8176834
TCS,2023-11-23,3000.49,3028.49,2985.82,2985.82,8805647
TCS,2023-11-24,2985.82,3024.06,2953.97,3024.06,6567502
TCS,2023-11-27,3024.06,3078.61,3009.53,3078.61,8927836
TCS,2023-11-28,3078.61,3083.13,3041.47,3072.44,2446839
TCS,2023-11-29,3072.44,3085.29,3036.32,3036.32,5567209
TCS,2023-11-30,3036.32,3046.54,2995.03,3046.54,6706051
TCS,2023-12-01,3046.54,3092.09,3040.04,3082.17,1962825
TCS,2023-12-04,3082.17,3130.79,3079.23,3095.24,6693597
TCS,2023-12-05,3095.24,3109.74,3082.6,3109.74,1610533
TCS,2023-12-06,3109.74,3161.38,3105.61,3161.38,4112947
TCS,2023-12-07,3161.38,3176.56,3129.76,3129.76,8843831
TCS,2023-12-08,3129.76,3141.57,3080.76,3105.08,7149658
TCS,2023-12-11,3105.08,3157.9,3092.46,3103.57,9974120
TCS,2023-12-12,3103.57,3171.82,3037.72,3037.72,7243140
TCS,2023-12-13,3037.72,3071.8,2997.91,3016.36,3459335
TCS,2023-12-14,3016.36,3047.29,2960.66,3047.29,4578349
TCS,2023-12-15,3047.29,3074.65,2999.9,2999.9,3069591
TCS,2023-12-18,2999.9,3043.21,2945.08,2945.08,9713740
TCS,2023-12-19,2945.08,2995.91,2938.3,2995.91,7989371
TCS,2023-12-20,2995.91,3023.01,2976.65,3023.01,2181203
TCS,2023-12-21,3023.01,3084.79,3008.16,3084.79,5333701
TCS,2023-12-22,3084.79,3140.35,3055.04,3055.04,1577880
TCS,2023-12-25,3055.04,3103.66,2991.0,2991.0,8178031
TCS,2023-12-26,2991.0,3047.52,2972.48,2972.48,6400184
TCS,2023-12-27,2972.48,3002.9,2865.89,2865.89,8741101
TCS,2023-12-28,2865.89,2867.26,2825.75,2825.75,6563401
TCS,2023-12-29,2825.75,2840.59,2775.41,2778.07,1087937
INFY,2023-01-02,1800.0,1836.75,1795.55,1806.53,1298827
INFY,2023-01-03,1806.53,1809.76,1788.95,1788.95,2194441
INFY,2023-01-04,1788.95,1838.08,1778.73,1838.08,2507343
INFY,2023-01-05,1838.08,1854.79,1823.41,1854.79,7358281
INFY,2023-01-06,1854.79,1866.79,1841.84,1857.38,7426782
INFY,2023-01-09,1857.38,1869.27,1837.15,1869.27,8333426
INFY,2023-01-10,1869.27,1907.14,1830.47,1907.14,5737623
INFY,2023-01-11,1907.14,1914.19,1888.38,1888.38,1543168
INFY,2023-01-12,1888.38,1897.52,1870.87,1870.87,9782787
INFY,2023-01-13,1870.87,1890.17,1860.97,1883.71,8107286
INFY,2023-01-16,1883.71,1924.06,1851.17,1883.96,3056092
INFY,2023-01-17,1883.96,1905.21,1873.33,1897.24,7122054
INFY,2023-01-18,1897.24,1928.89,1889.66,1890.86,7684358
INFY,2023-01-19,1890.86,1926.11,1873.81,1910.16,4339348
INFY,2023-01-20,1910.16,1930.16,1878.0,1917.55,5380020
INFY,2023-01-23,1917.55,1948.86,1905.31,1905.31,6331152
INFY,2023-01-24,1905.31,1948.46,1893.39,1948.46,7442424
INFY,2023-01-25,1948.46,1961.0,1942.78,1961.0,5430500
INFY,2023-01-26,1961.0,1977.97,1945.87,1977.97,4233100
INFY,2023-01-27,1977.97,2000.83,1894.45,1894.45,4519733
INFY,2023-01-30,1894.45,1916.44,1858.6,1858.6,9728389
INFY,2023-01-31,1858.6,1887.52,1853.54,1869.19,1661470
INFY,2023-02-01,1869.19,1893.17,1850.57,1872.28,4877987
INFY,2023-02-02,1872.28,1884.43,1846.22,1859.35,7360994
INFY,2023-02-03,1859.35,1865.84,1850.56,1850.56,8597534
INFY,2023-02-06,1850.56,1909.13,1826.52,1909.13,8814441
INFY,2023-02-07,1909.13,1912.88,1902.66,1902.66,5780525
INFY,2023-02-08,1902.66,1905.15,1882.97,1902.55,9404875
INFY,2023-02-09,1902.55,1940.57,1885.12,1905.75,5092658
INFY,2023-02-10,1905.75,1945.79,1849.76,1916.61,7001778
INFY,2023-02-13,1916.61,1949.42,1904.86,1949.42,9729208
INFY,2023-02-14,1949.42,1954.81,1919.59,1919.59,4993751
INFY,2023-02-15,1919.59,1923.77,1902.89,1915.06,9501527
INFY,2023-02-16,1915.06,1930.26,1876.7,1930.26,6560625
INFY,2023-02-17,1930.26,1950.54,1908.92,1937.05,2941076
INFY,2023-02-20,1937.05,1972.51,1905.45,1972.51,6861096
INFY,2023-02-21,1972.51,1987.38,1971.24,1982.45,8836781
INFY,2023-02-22,1982.45,1993.21,1954.0,1993.21,7646042
INFY,2023-02-23,1993.21,2012.43,1969.51,1986.91,8270613
INFY,2023-02-24,1986.91,2001.25,1951.32,1951.32,4920249
INFY,2023-02-27,1951.32,1953.77,1947.9,1947.9,3921272
INFY,2023-02-28,1947.9,1972.8,1915.88,1949.33,7259204
INFY,2023-03-01,1949.33,1991.31,1921.32,1921.32,3045426
INFY,2023-03-02,1921.32,1924.58,1884.15,1884.15,7013915
INFY,2023-03-03,1884.15,1926.59,1865.64,1865.64,5671736
INFY,2023-03-06,1865.64,1874.11,1857.48,1857.48,4071230
INFY,2023-03-07,1857.48,1888.05,1819.69,1819.69,6471145
INFY,2023-03-08,1819.69,1887.2,1809.22,1887.2,7463107
INFY,2023-03-09,1887.2,1909.63,1885.23,1909.63,1542406
INFY,2023-03-10,1909.63,1913.23,1899.06,1908.79,1912787
INFY,2023-03-13,1908.79,1910.66,1861.27,1861.27,8227233
INFY,2023-03-14,1861.27,1896.86,1831.39,1831.39,6493004
INFY,2023-03-15,1831.39,1848.62,1805.12,1805.12,2630344
INFY,2023-03-16,1805.12,1822.61,1795.17,1799.94,5726470
INFY,2023-03-17,1799.94,1805.7,1771.27,1784.6,9666341
INFY,2023-03-20,1784.6,1809.54,1783.26,1797.29,5952038
INFY,2023-03-21,1797.29,1805.0,1795.09,1801.56,8372699
INFY,2023-03-22,1801.56,1817.14,1794.33,1817.14,2908403
INFY,2023-03-23,1817.14,1848.94,1779.82,1779.82,8024729
INFY,2023-03-24,1779.82,1794.11,1762.21,1762.21,4813644
INFY,2023-03-27,1762.21,1767.13,1745.29,1745.29,6279476
INFY,2023-03-28,1745.29,1802.32,1732.46,1802.32,8765173
INFY,2023-03-29,1802.32,1804.66,1798.21,1798.21,6463846
INFY,2023-03-30,1798.21,1825.85,1793.4,1795.15,4518153
INFY,2023-03-31,1795.15,1841.46,1780.72,1793.67,4853796
INFY,2023-04-03,1793.67,1838.67,1773.87,1838.67,9921303
INFY,2023-04-04,1838.67,1868.61,1831.69,1855.28,1770924
INFY,2023-04-05,1855.28,1875.7,1842.08,1850.54,4194966
INFY,2023-04-06,1850.54,1864.79,1846.21,1852.41,8920711
INFY,2023-04-07,1852.41,1860.98,1810.1,1810.1,3919003
INFY,2023-04-10,1810.1,1844.34,1779.83,1844.34,5186850
INFY,2023-04-11,1844.34,1856.86,1831.79,1856.86,9618627
INFY,2023-04-12,1856.86,1873.95,1853.71,1872.79,1870088
INFY,2023-04-13,1872.79,1902.45,1834.01,1834.01,4128143
INFY,2023-04-14,1834.01,1864.95,1813.98,1864.95,9932351
INFY,2023-04-17,1864.95,1866.31,1850.41,1857.03,8578299
INFY,2023-04-18,1857.03,1922.57,1853.47,1922.57,2149421
INFY,2023-04-19,1922.57,1932.25,1911.37,1914.62,7378702
INFY,2023-04-20,1914.62,1940.1,1879.46,1893.0,4572833
INFY,2023-04-21,1893.0,1933.81,1871.58,1908.37,5641114
INFY,2023-04-24,1908.37,1924.37,1906.81,1909.15,4425609
INFY,2023-04-25,1909.15,1920.0,1897.7,1907.27,3742112
INFY,2023-04-26,1907.27,1921.69,1897.04,1903.22,4114897
INFY,2023-04-27,1903.22,1904.18,1878.52,1878.52,8402325
INFY,2023-04-28,1878.52,1893.89,1852.41,1878.76,2573547
INFY,2023-05-01,1878.76,1926.21,1877.56,1895.42,2317365
INFY,2023-05-02,1895.42,1898.96,1879.04,1879.04,9692399
INFY,2023-05-03,1879.04,1912.9,1866.89,1894.91,5555276
INFY,2023-05-04,1894.91,1897.64,1869.15,1869.15,6576291
INFY,2023-05-05,1869.15,1887.22,1861.36,1886.91,1552146
INFY,2023-05-08,1886.91,1915.04,1881.81,1881.81,9853110
INFY,2023-05-09,1881.81,1892.42,1873.24,1873.24,2092464
INFY,2023-05-10,1873.24,1878.9,1856.94,1856.94,5584799
INFY,2023-05-11,1856.94,1885.43,1839.99,1862.61,6615062
INFY,2023-05-12,1862.61,1880.02,1792.19,1792.19,4309834
INFY,2023-05-15,1792.19,1813.84,1786.51,1787.04,7602529
INFY,2023-05-16,1787.04,1833.35,1772.48,1772.48,5817791
INFY,2023-05-17,1772.48,1790.1,1771.93,1783.79,5931635
INFY,2023-05-18,1783.79,1816.69,1783.3,1816.69,2350437
INFY,2023-05-19,1816.69,1837.92,1792.17,1792.17,5284163
INFY,2023-05-22,1792.17,1821.09,1756.19,1756.19,9028762
INFY,2023-05-23,1756.19,1776.25,1736.5,1751.55,4938428
INFY,2023-05-24,1751.55,1770.24,1713.76,1770.24,6934185
INFY,2023-05-25,1770.24,1775.13,1755.04,1755.04,6525402
INFY,2023-05-26,1755.04,1768.26,1746.97,1756.76,5609997
INFY,2023-05-29,1756.76,1760.78,1739.78,1739.78,1763128
INFY,2023-05-30,1739.78,1742.99,1716.34,1731.12,4147329
INFY,2023-05-31,1731.12,1742.89,1706.75,1706.75,2666760
INFY,2023-06-01,1706.75,1737.96,1689.75,1737.96,6621972
INFY,2023-06-02,1737.96,1759.73,1719.1,1719.1,2092477
INFY,2023-06-05,1719.1,1754.21,1711.26,1754.21,1377561
INFY,2023-06-06,1754.21,1812.05,1722.65,1812.05,7732658
INFY,2023-06-07,1812.05,1831.49,1805.44,1827.59,9352752
INFY,2023-06-08,1827.59,1838.46,1804.17,1805.5,4888691
INFY,2023-06-09,1805.5,1862.09,1801.5,1862.09,8982324
INFY,2023-06-12,1862.09,1887.05,1845.09,1855.29,8343522
INFY,2023-06-13,1855.29,1860.53,1850.67,1851.56,8577986
INFY,2023-06-14,1851.56,1897.13,1837.97,1897.13,6905456
INFY,2023-06-15,1897.13,1921.73,1889.55,1903.23,8360067
INFY,2023-06-16,1903.23,1903.81,1874.84,1885.59,8566327
INFY,2023-06-19,1885.59,1917.69,1881.05,1895.27,3677936
INFY,2023-06-20,1895.27,1970.18,1883.45,1970.18,8859906
INFY,2023-06-21,1970.18,2009.28,1967.45,2009.28,1083984
INFY,2023-06-22,2009.28,2025.92,1973.38,1973.38,9926289
INFY,2023-06-23,1973.38,1990.17,1961.93,1968.18,5995764
INFY,2023-06-26,1968.18,1986.54,1939.71,1986.54,2692222
INFY,2023-06-27,1986.54,2023.19,1983.88,2023.19,7848916
INFY,2023-06-28,2023.19,2052.53,2000.81,2024.65,2339992
INFY,2023-06-29,2024.65,2047.6,1989.69,2047.6,8975762
INFY,2023-06-30,2047.6,2082.39,2017.76,2036.35,4713596
INFY,2023-07-03,2036.35,2062.06,1990.77,1990.77,6780929
INFY,2023-07-04,1990.77,2068.16,1977.07,2068.16,6053361
INFY,2023-07-05,2068.16,2133.14,2046.98,2133.14,3428386
INFY,2023-07-06,2133.14,2153.17,2105.15,2153.17,1693524
INFY,2023-07-07,2153.17,2162.93,2138.17,2148.75,8097534
INFY,2023-07-10,2148.75,2208.34,2131.54,2180.61,2327072
INFY,2023-07-11,2180.61,2221.31,2158.26,2158.26,6384027
INFY,2023-07-12,2158.26,2162.35,2145.81,2155.39,4791232
