symbol,timestamp,open,high,low,close,volume
AAPL,2023-03-03,135.54,142.21,135.49,138.96,3323211
AAPL,2023-03-06,138.96,146.15,135.66,146.14,4857092
AAPL,2023-03-07,146.14,149.78,144.45,147.76,1177757
AAPL,2023-03-08,147.76,153.56,145.09,151.53,7578353
AAPL,2023-03-09,151.53,153.9,148.31,149.17,6047773
AAPL,2023-03-10,149.17,152.23,141.19,144.75,3990323
AAPL,2023-03-13,144.75,146.76,142.31,146.66,5103788
AAPL,2023-03-14,146.66,154.3,143.54,150.37,5270887
AAPL,2023-03-15,150.37,153.05,146.63,151.36,8788097
AAPL,2023-03-16,151.36,155.0,151.25,151.93,1853521
AAPL,2023-03-17,151.93,154.64,146.64,147.74,3128563
AAPL,2023-03-20,147.74,150.59,147.32,148.69,1761706
AAPL,2023-03-21,148.69,150.06,147.42,149.07,9069301
AAPL,2023-03-22,149.07,149.49,143.65,146.38,1746924
AAPL,2023-03-23,146.38,148.28,140.54,140.55,5130306
AAPL,2023-03-24,140.55,144.69,137.04,138.18,9772366
AAPL,2023-03-27,138.18,139.11,136.51,137.29,5558230
AAPL,2023-03-28,137.29,138.81,133.43,136.14,9267476
AAPL,2023-03-29,136.14,136.97,135.97,135.97,7344897
AAPL,2023-03-30,135.97,136.14,129.85,133.68,4166177
AAPL,2023-03-31,133.68,138.69,129.94,135.13,1456645
AAPL,2023-04-03,135.13,137.99,131.25,134.19,1180393
AAPL,2023-04-04,134.19,135.32,132.32,133.48,3501984
AAPL,2023-04-05,133.48,134.93,129.64,134.41,6276962
AAPL,2023-04-06,134.41,140.15,132.49,139.21,8005777
AAPL,2023-04-07,139.21,143.2,132.27,135.44,7189796
AAPL,2023-04-10,135.44,138.81,134.34,134.75,4120655
AAPL,2023-04-11,134.75,136.28,129.31,129.73,3763753
AAPL,2023-04-12,129.73,135.24,127.3,133.66,5283999
AAPL,2023-04-13,133.66,137.58,129.96,135.51,7515291
AAPL,2023-04-14,135.51,141.96,134.01,138.76,8768374
AAPL,2023-04-17,138.76,143.1,138.14,139.65,9528065
AAPL,2023-04-18,139.65,146.87,136.64,143.03,9386252
AAPL,2023-04-19,143.03,146.69,139.06,141.71,2059611
AAPL,2023-04-20,141.71,145.62,138.39,140.05,7285339
AAPL,2023-04-21,140.05,151.31,137.83,147.14,7452582
AAPL,2023-04-24,147.14,154.43,144.38,150.21,9047659
AAPL,2023-04-25,150.21,152.25,147.5,150.94,7176470
AAPL,2023-04-26,150.94,154.71,149.75,154.27,4812617
AAPL,2023-04-27,154.27,155.07,150.59,154.21,8142044
AAPL,2023-04-28,154.21,161.31,153.8,157.02,8419249
AAPL,2023-05-01,157.02,163.7,155.29,159.09,8045168
AAPL,2023-05-02,159.09,160.44,154.72,157.37,1415222
AAPL,2023-05-03,157.37,159.23,154.17,158.89,2362568
AAPL,2023-05-04,158.89,161.57,154.01,154.76,8211539
AAPL,2023-05-05,154.76,155.75,146.6,150.62,8670598
AAPL,2023-05-08,150.62,152.26,146.09,148.86,5740200
AAPL,2023-05-09,148.86,149.15,143.41,143.67,3028853
AAPL,2023-05-10,143.67,146.15,142.1,145.17,4023159
AAPL,2023-05-11,145.17,148.48,142.94,143.7,5248498
AAPL,2023-05-12,143.7,147.29,141.35,141.84,2414128
AAPL,2023-05-15,141.84,144.94,140.63,141.65,2200623
AAPL,2023-05-16,141.65,142.48,139.89,142.07,3891687
AAPL,2023-05-17,142.07,143.98,135.63,137.79,2789211
AAPL,2023-05-18,137.79,140.48,136.41,136.58,1735836
AAPL,2023-05-19,136.58,137.95,135.93,136.33,6358364
AAPL,2023-05-22,136.33,138.93,129.4,133.27,9290533
AAPL,2023-05-23,133.27,135.77,129.52,132.24,2561091
AAPL,2023-05-24,132.24,135.85,131.25,133.05,1326008
AAPL,2023-05-25,133.05,135.41,130.19,132.92,5189185
AAPL,2023-05-26,132.92,136.17,129.14,135.24,1105078
AAPL,2023-05-29,135.24,137.4,133.15,134.75,9785249
AAPL,2023-05-30,134.75,140.14,132.46,138.93,9446936
AAPL,2023-05-31,138.93,139.15,134.96,138.92,4804260
AAPL,2023-06-01,138.92,139.83,137.04,138.33,5188690
AAPL,2023-06-02,138.33,139.23,131.85,133.95,8054192
AAPL,2023-06-05,133.95,134.36,128.19,132.06,3309157
AAPL,2023-06-06,132.06,135.52,129.07,130.17,1028851
AAPL,2023-06-07,130.17,134.86,127.95,133.97,3692914
AAPL,2023-06-08,133.97,137.54,133.31,136.03,9298188
AAPL,2023-06-09,136.03,139.4,131.76,133.99,7083354
AAPL,2023-06-12,133.99,138.52,133.74,135.18,4350848
AAPL,2023-06-13,135.18,137.15,129.82,132.96,4786561
AAPL,2023-06-14,132.96,134.21,129.44,133.31,4738535
AAPL,2023-06-15,133.31,136.04,128.94,130.25,1403890
AAPL,2023-06-16,130.25,133.85,127.91,129.22,3940052
AAPL,2023-06-19,129.22,135.0,127.61,134.5,2063078
AAPL,2023-06-20,134.5,135.77,131.44,133.79,1273952
AAPL,2023-06-21,133.79,137.16,127.4,130.8,6951993
AAPL,2023-06-22,130.8,136.31,128.39,133.07,2645696
AAPL,2023-06-23,133.07,135.2,126.76,127.65,7920989
AAPL,2023-06-26,127.65,129.85,123.72,126.73,9911582
AAPL,2023-06-27,126.73,130.31,124.59,127.62,4019875
AAPL,2023-06-28,127.62,130.59,126.29,127.86,2455443
AAPL,2023-06-29,127.86,131.95,126.23,130.88,7829701
AAPL,2023-06-30,130.88,135.96,130.79,132.46,9937327
AAPL,2023-07-03,132.46,136.77,128.9,133.77,4603455
AAPL,2023-07-04,133.77,137.83,132.9,134.76,9240051
AAPL,2023-07-05,134.76,138.4,123.73,127.04,8966737
AAPL,2023-07-06,127.04,132.05,124.96,129.07,9778394
AAPL,2023-07-07,129.07,131.38,127.38,130.3,7125518
AAPL,2023-07-10,130.3,132.54,129.76,132.39,7465532
AAPL,2023-07-11,132.39,133.18,128.61,131.47,2775054
AAPL,2023-07-12,131.47,132.92,127.42,129.88,6965848
AAPL,2023-07-13,129.88,135.01,127.98,132.64,1137816
AAPL,2023-07-14,132.64,136.08,125.94,129.26,4658959
AAPL,2023-07-17,129.26,130.87,128.35,128.57,5126021
AAPL,2023-07-18,128.57,128.78,126.64,126.74,1607747
AAPL,2023-07-19,126.74,130.03,125.15,126.39,9430254
AAPL,2023-07-20,126.39,127.52,125.33,127.4,5944071
AAPL,2023-07-21,127.4,129.64,124.32,128.7,6137795
AAPL,2023-07-24,128.7,130.55,124.84,127.51,7102092
AAPL,2023-07-25,127.51,127.55,124.59,126.92,3305368
AAPL,2023-07-26,126.92,127.35,125.01,125.66,5990770
AAPL,2023-07-27,125.66,129.64,124.91,126.24,4216558
AAPL,2023-07-28,126.24,132.01,123.12,129.03,1374345
AAPL,2023-07-31,129.03,132.77,127.56,129.73,5142388
AAPL,2023-08-01,129.73,130.14,124.64,124.78,3912823
AAPL,2023-08-02,124.78,129.03,122.82,127.92,8785460
AAPL,2023-08-03,127.92,133.52,126.69,129.76,3187124
AAPL,2023-08-04,129.76,131.46,125.4,126.36,3465857
AAPL,2023-08-07,126.36,127.1,125.83,126.34,9697329
AAPL,2023-08-08,126.34,132.4,125.41,128.7,5905531
AAPL,2023-08-09,128.7,134.45,127.42,130.59,4164720
AAPL,2023-08-10,130.59,137.03,127.76,133.91,2445268
AAPL,2023-08-11,133.91,136.59,131.59,135.7,8561438
AAPL,2023-08-14,135.7,139.02,133.51,135.03,5897530
AAPL,2023-08-15,135.03,138.6,133.22,137.61,8193459
AAPL,2023-08-16,137.61,138.75,133.91,136.65,6530888
AAPL,2023-08-17,136.65,137.63,131.73,134.83,9376959
AAPL,2023-08-18,134.83,135.91,131.99,134.74,4875182
AAPL,2023-08-21,134.74,136.57,133.88,135.56,6437804
AAPL,2023-08-22,135.56,135.83,132.36,135.38,9265859
AAPL,2023-08-23,135.38,141.4,132.91,137.63,5434999
AAPL,2023-08-24,137.63,144.18,134.06,140.05,9028220
AAPL,2023-08-25,140.05,141.42,136.17,140.15,5900764
AAPL,2023-08-28,140.15,140.15,139.61,139.65,6273314
AAPL,2023-08-29,139.65,140.28,136.67,139.75,7385561
AAPL,2023-08-30,139.75,143.82,138.21,139.7,7790038
AAPL,2023-08-31,139.7,143.29,131.06,133.42,5713867
AAPL,2023-09-01,133.42,137.22,132.64,134.27,6506701
AAPL,2023-09-04,134.27,137.62,129.71,132.39,2070369
AAPL,2023-09-05,132.39,137.17,128.76,136.46,1757790
AAPL,2023-09-06,136.46,140.19,132.91,135.78,7871610
AAPL,2023-09-07,135.78,139.28,131.35,133.88,5998644
AAPL,2023-09-08,133.88,136.75,132.22,133.68,9726943
AAPL,2023-09-11,133.68,138.27,133.67,136.82,9206179
AAPL,2023-09-12,136.82,140.4,134.02,140.06,1036172
AAPL,2023-09-13,140.06,147.72,135.98,144.78,8405303
AAPL,2023-09-14,144.78,148.11,141.92,145.34,3358333
AAPL,2023-09-15,145.34,146.66,139.28,142.19,6406010
AAPL,2023-09-18,142.19,142.21,137.48,140.35,8135574
AAPL,2023-09-19,140.35,143.8,136.0,137.81,6619022
AAPL,2023-09-20,137.81,142.22,135.25,138.5,5332944
AAPL,2023-09-21,138.5,144.94,138.22,142.45,2225996
AAPL,2023-09-22,142.45,143.31,137.11,141.19,6938627
AAPL,2023-09-25,141.19,142.45,137.92,139.37,3809809
AAPL,2023-09-26,139.37,139.49,136.29,139.03,8886378
AAPL,2023-09-27,139.03,140.79,136.88,140.44,3657002
AAPL,2023-09-28,140.44,142.4,137.48,141.34,5675571
AAPL,2023-09-29,141.34,144.48,133.15,136.99,4919503
AAPL,2023-10-02,136.99,137.58,133.74,136.79,5285141
AAPL,2023-10-03,136.79,137.82,133.69,136.86,8030067
AAPL,2023-10-04,136.86,138.01,131.65,135.1,3252156
AAPL,2023-10-05,135.1,137.23,133.11,135.41,1497546
AAPL,2023-10-06,135.41,138.19,133.34,136.59,8800097
AAPL,2023-10-09,136.59,138.14,132.91,137.38,5677549
AAPL,2023-10-10,137.38,141.22,131.28,134.5,7720172
AAPL,2023-10-11,134.5,136.81,132.79,134.53,1324804
AAPL,2023-10-12,134.53,136.1,133.29,135.86,2004875
AAPL,2023-10-13,135.86,138.88,132.92,136.49,9393359
AAPL,2023-10-16,136.49,136.53,133.8,134.67,3314983
AAPL,2023-10-17,134.67,135.71,131.51,132.76,1743749
AAPL,2023-10-18,132.76,139.62,128.84,135.61,9053110
AAPL,2023-10-19,135.61,135.93,132.4,135.89,2254132
AAPL,2023-10-20,135.89,137.61,133.77,135.06,7296557
AAPL,2023-10-23,135.06,135.67,133.42,134.97,9720570
AAPL,2023-10-24,134.97,137.57,131.41,134.2,1766252
AAPL,2023-10-25,134.2,134.37,132.97,134.33,3319473
AAPL,2023-10-26,134.33,138.2,133.52,135.1,7242729
AAPL,2023-10-27,135.1,136.47,127.5,130.23,1446473
AAPL,2023-10-30,130.23,132.41,128.18,131.42,9121722
AAPL,2023-10-31,131.42,131.59,125.77,129.1,6704089
AAPL,2023-11-01,129.1,131.59,124.4,126.51,2978185
AAPL,2023-11-02,126.51,131.49,125.87,128.99,1603377
AAPL,2023-11-03,128.99,130.87,127.9,128.72,1496417
AAPL,2023-11-06,128.72,134.11,128.02,132.24,6632986
AAPL,2023-11-07,132.24,134.06,126.77,130.45,1895762
AAPL,2023-11-08,130.45,132.52,129.32,129.57,6711154
AAPL,2023-11-09,129.57,132.06,128.62,130.51,8673409
AAPL,2023-11-10,130.51,133.37,128.73,129.92,2686415
AAPL,2023-11-13,129.92,132.92,129.36,130.19,2845327
AAPL,2023-11-14,130.19,134.64,129.36,133.69,7165880
AAPL,2023-11-15,133.69,138.53,129.78,136.94,1996634
AAPL,2023-11-16,136.94,141.62,134.68,138.52,4565543
AAPL,2023-11-17,138.52,141.72,133.88,136.57,4847768
AAPL,2023-11-20,136.57,140.5,133.62,136.06,2984990
AAPL,2023-11-21,136.06,143.2,135.9,139.44,2137721
AAPL,2023-11-22,139.44,141.26,130.96,133.2,2353417
AAPL,2023-11-23,133.2,139.27,132.61,135.95,4733640
AAPL,2023-11-24,135.95,139.91,132.68,137.51,9673776
AAPL,2023-11-27,137.51,140.02,134.47,135.51,8667976
AAPL,2023-11-28,135.51,136.06,131.63,134.52,4852852
AAPL,2023-11-29,134.52,137.98,130.54,132.08,4580047
AAPL,2023-11-30,132.08,136.02,129.48,132.47,6632699
AAPL,2023-12-01,132.47,133.6,132.29,132.87,3052979
AAPL,2023-12-04,132.87,137.24,129.07,134.09,1239802
AAPL,2023-12-05,134.09,140.7,130.98,137.11,7151700
AAPL,2023-12-06,137.11,140.59,133.3,137.92,3669777
AAPL,2023-12-07,137.92,140.48,134.78,138.27,3619003
AAPL,2023-12-08,138.27,141.21,132.03,132.85,1393469
AAPL,2023-12-11,132.85,133.91,131.24,131.65,3561048
AAPL,2023-12-12,131.65,132.03,125.13,126.83,8957581
AAPL,2023-12-13,126.83,132.16,123.86,128.7,9426981
AAPL,2023-12-14,128.7,130.16,124.52,127.26,1118919
AAPL,2023-12-15,127.26,129.44,126.3,127.34,5057577
AAPL,2023-12-18,127.34,130.43,126.94,129.79,5196867
AAPL,2023-12-19,129.79,133.48,127.57,128.35,1002229
AAPL,2023-12-20,128.35,131.12,127.76,129.1,4513976
AAPL,2023-12-21,129.1,133.13,128.68,129.81,2357136
AAPL,2023-12-22,129.81,134.11,126.03,133.4,7630836
AAPL,2023-12-25,133.4,134.88,131.03,133.43,8025438
AAPL,2023-12-26,133.43,137.23,131.56,134.63,4352411
AAPL,2023-12-27,134.63,142.4,133.57,141.66,7536492
AAPL,2023-12-28,141.66,147.07,141.16,146.27,7862092
AAPL,2023-12-29,146.27,150.96,145.44,149.14,5759128
AMZN,2023-01-02,166.11,168.18,155.89,158.19,7779206
AMZN,2023-01-03,158.19,162.9,156.7,157.39,8022541
AMZN,2023-01-04,157.39,163.26,153.57,161.76,4319201
AMZN,2023-01-05,161.76,164.09,156.81,157.54,5171159
AMZN,2023-01-06,157.54,163.89,154.25,162.01,3954131
AMZN,2023-01-09,162.01,163.63,160.9,162.45,7147568
AMZN,2023-01-10,162.45,163.57,155.62,157.57,2642278
AMZN,2023-01-11,157.57,168.87,153.12,166.95,7999316
AMZN,2023-01-12,166.95,176.36,163.64,175.87,1648124
AMZN,2023-01-13,175.87,180.54,171.91,175.3,2240828
AMZN,2023-01-16,175.3,177.48,171.08,175.86,5979292
AMZN,2023-01-17,175.86,177.79,173.79,176.54,9942507
AMZN,2023-01-18,176.54,181.2,172.12,174.2,4697749
AMZN,2023-01-19,174.2,182.38,170.96,181.66,9026858
AMZN,2023-01-20,181.66,186.68,179.63,181.58,7821949
AMZN,2023-01-23,181.58,184.4,177.02,177.72,4649499
AMZN,2023-01-24,177.72,184.47,172.94,180.37,8162334
AMZN,2023-01-25,180.37,181.1,173.83,174.74,2008253
AMZN,2023-01-26,174.74,178.3,170.74,173.35,9961227
AMZN,2023-01-27,173.35,178.93,168.27,174.48,2302456
AMZN,2023-01-30,174.48,180.03,173.52,179.93,9804554
AMZN,2023-01-31,179.93,187.9,175.23,183.62,9883579
AMZN,2023-02-01,183.62,188.93,177.61,182.54,9889200
AMZN,2023-02-02,182.54,185.66,181.16,181.5,5177626
AMZN,2023-02-03,181.5,189.05,181.5,184.49,9906436
AMZN,2023-02-06,184.49,186.57,176.25,179.97,7916051
AMZN,2023-02-07,179.97,189.55,176.65,185.76,8181826
AMZN,2023-02-08,185.76,188.21,181.71,184.66,6515411
AMZN,2023-02-09,184.66,185.59,180.93,183.95,8765865
AMZN,2023-02-10,183.95,188.38,183.28,185.2,3243305
AMZN,2023-02-13,185.2,192.43,179.77,188.13,7313071
AMZN,2023-02-14,188.13,191.58,182.79,184.14,9336049
AMZN,2023-02-15,184.14,185.83,178.26,182.51,8190960
AMZN,2023-02-16,182.51,182.95,170.14,174.02,1915820
AMZN,2023-02-17,174.02,181.79,169.86,179.35,5777475
AMZN,2023-02-20,179.35,179.65,176.01,177.86,1072380
AMZN,2023-02-21,177.86,181.59,172.98,179.8,4738553
AMZN,2023-02-22,179.8,180.45,168.7,172.31,6654296
AMZN,2023-02-23,172.31,173.93,167.38,171.04,4116425
AMZN,2023-02-24,171.04,177.22,169.79,172.19,1240708
AMZN,2023-02-27,172.19,172.81,166.26,169.72,1236188
AMZN,2023-02-28,169.72,173.13,165.47,166.44,5167072
AMZN,2023-03-01,166.44,170.37,161.42,164.33,8338778
AMZN,2023-03-02,164.33,170.29,162.93,167.71,4357512
AMZN,2023-03-03,167.71,172.65,163.54,166.81,4615837
AMZN,2023-03-06,166.81,178.79,162.29,176.01,6029226
AMZN,2023-03-07,176.01,179.58,172.79,176.8,6189440
AMZN,2023-03-08,176.8,182.45,172.7,177.51,2012249
AMZN,2023-03-09,177.51,183.16,176.43,180.36,2349584
AMZN,2023-03-10,180.36,188.92,175.69,184.79,2417384
AMZN,2023-03-13,184.79,190.31,182.86,184.3,2336961
AMZN,2023-03-14,184.3,190.74,180.71,185.89,2951587
AMZN,2023-03-15,185.89,189.77,184.72,188.8,4670789
AMZN,2023-03-16,188.8,190.22,182.3,185.57,5565288
AMZN,2023-03-17,185.57,192.72,181.98,187.15,5600675
AMZN,2023-03-20,187.15,192.61,178.98,183.83,5215698
AMZN,2023-03-21,183.83,185.71,180.49,183.6,6802152
AMZN,2023-03-22,183.6,188.83,181.33,185.47,8315132
AMZN,2023-03-23,185.47,189.95,183.18,186.31,3051931
AMZN,2023-03-24,186.31,192.0,183.9,186.49,4606266
AMZN,2023-03-27,186.49,194.07,183.08,190.64,5790727
AMZN,2023-03-28,190.64,195.09,189.81,189.93,8786571
AMZN,2023-03-29,189.93,197.25,186.38,191.58,2080509
AMZN,2023-03-30,191.58,193.28,188.07,191.62,1336661
AMZN,2023-03-31,191.62,192.12,189.42,190.43,4065523
AMZN,2023-04-03,190.43,192.68,181.23,182.19,1241586
AMZN,2023-04-04,182.19,184.2,173.18,177.84,6509762
AMZN,2023-04-05,177.84,187.67,176.35,182.38,8455776
AMZN,2023-04-06,182.38,191.21,180.9,186.98,2854592
AMZN,2023-04-07,186.98,191.12,184.35,190.37,3776276
AMZN,2023-04-10,190.37,195.99,190.02,195.85,6587901
AMZN,2023-04-11,195.85,199.92,194.04,198.23,5002911
AMZN,2023-04-12,198.23,204.38,195.13,199.23,3437518
AMZN,2023-04-13,199.23,209.66,194.22,204.88,2163776
AMZN,2023-04-14,204.88,213.37,199.13,211.61,7455671
AMZN,2023-04-17,211.61,213.79,205.8,213.02,7123001
AMZN,2023-04-18,213.02,214.63,210.64,212.95,8099880
AMZN,2023-04-19,212.95,216.79,204.48,209.97,8708864
AMZN,2023-04-20,209.97,219.45,206.63,215.36,3772813
AMZN,2023-04-21,215.36,227.95,210.16,221.35,8984973
AMZN,2023-04-24,221.35,223.29,211.83,217.6,7751212
AMZN,2023-04-25,217.6,219.52,216.87,217.71,3806653
AMZN,2023-04-26,217.71,221.53,214.44,217.49,1624514
AMZN,2023-04-27,217.49,226.18,212.4,220.0,3696709
AMZN,2023-04-28,220.0,225.32,219.87,222.64,6949643
AMZN,2023-05-01,222.64,229.75,222.35,223.63,5610900
AMZN,2023-05-02,223.63,230.18,216.53,221.99,9656228
AMZN,2023-05-03,221.99,224.61,212.51,213.99,8475053
AMZN,2023-05-04,213.99,214.46,208.31,212.53,9527104
AMZN,2023-05-05,212.53,224.22,210.84,219.26,1957218
AMZN,2023-05-08,219.26,222.07,214.59,217.48,4708075
AMZN,2023-05-09,217.48,217.92,211.27,216.37,3847721
AMZN,2023-05-10,216.37,216.43,202.72,208.06,9777087
AMZN,2023-05-11,208.06,210.73,204.81,206.75,6336760
AMZN,2023-05-12,206.75,210.29,196.9,198.8,3345318
AMZN,2023-05-15,198.8,205.38,193.69,199.76,8088949
AMZN,2023-05-16,199.76,205.62,190.85,194.2,3654628
AMZN,2023-05-17,194.2,196.54,187.12,192.28,7787218
AMZN,2023-05-18,192.28,197.63,178.55,179.36,3047843
AMZN,2023-05-19,179.36,182.12,174.93,179.81,2253085
AMZN,2023-05-22,179.81,187.92,176.42,184.92,5199466
AMZN,2023-05-23,184.92,188.54,172.17,176.36,5272590
AMZN,2023-05-24,176.36,180.67,175.44,175.9,3686684
AMZN,2023-05-25,175.9,183.06,173.05,179.43,4201288
AMZN,2023-05-26,179.43,180.92,174.41,178.52,6122900
AMZN,2023-05-29,178.52,179.1,171.22,175.01,9597022
AMZN,2023-05-30,175.01,177.28,170.51,176.4,1953625
AMZN,2023-05-31,176.4,184.38,174.81,182.29,9713316
AMZN,2023-06-01,182.29,194.08,178.54,189.17,7987050
AMZN,2023-06-02,189.17,189.76,186.63,187.28,6291326
AMZN,2023-06-05,187.28,192.38,187.26,187.49,8202559
AMZN,2023-06-06,187.49,192.86,183.89,189.15,7260057
AMZN,2023-06-07,189.15,194.1,184.62,190.61,4475161
AMZN,2023-06-08,190.61,198.75,187.59,193.03,5894190
AMZN,2023-06-09,193.03,198.29,186.84,189.13,5046163
AMZN,2023-06-12,189.13,197.8,184.52,195.6,9704854
AMZN,2023-06-13,195.6,200.82,188.72,193.46,1136807
AMZN,2023-06-14,193.46,201.25,189.15,198.38,4190004
AMZN,2023-06-15,198.38,203.83,195.86,199.56,7215192
AMZN,2023-06-16,199.56,204.48,193.08,197.67,2990643
AMZN,2023-06-19,197.67,197.87,192.91,197.27,1319558
AMZN,2023-06-20,197.27,200.8,191.37,194.1,8847520
AMZN,2023-06-21,194.1,199.22,189.44,194.67,2794854
AMZN,2023-06-22,194.67,197.43,191.14,192.32,6404904
AMZN,2023-06-23,192.32,201.9,188.89,199.37,8840933
AMZN,2023-06-26,199.37,206.82,195.29,201.84,5484817
AMZN,2023-06-27,201.84,210.27,196.75,204.3,8835016
AMZN,2023-06-28,204.3,204.93,194.62,196.79,2196807
AMZN,2023-06-29,196.79,198.49,185.08,190.72,2521437
AMZN,2023-06-30,190.72,194.92,184.01,187.02,8556439
AMZN,2023-07-03,187.02,190.89,184.69,186.45,5555988
AMZN,2023-07-04,186.45,187.45,183.74,187.17,3405033
AMZN,2023-07-05,187.17,189.75,182.25,189.55,3941799
AMZN,2023-07-06,189.55,198.13,188.04,193.62,2919541
AMZN,2023-07-07,193.62,194.71,184.52,188.33,1141350
AMZN,2023-07-10,188.33,191.97,187.42,189.66,4412556
AMZN,2023-07-11,189.66,198.77,188.94,193.7,8931689
AMZN,2023-07-12,193.7,199.89,188.62,196.48,1225640
AMZN,2023-07-13,196.48,200.4,192.06,194.7,2868065
AMZN,2023-07-14,194.7,196.72,193.62,193.92,1100627
AMZN,2023-07-17,193.92,194.82,190.51,191.37,8599795
AMZN,2023-07-18,191.37,196.28,191.25,191.68,9526618
AMZN,2023-07-19,191.68,200.36,189.16,194.96,1711025
AMZN,2023-07-20,194.96,200.41,190.32,199.33,4821782
AMZN,2023-07-21,199.33,203.52,195.76,198.63,7894031
AMZN,2023-07-24,198.63,202.38,192.63,195.98,4867788
AMZN,2023-07-25,195.98,199.31,191.87,197.61,5971025
AMZN,2023-07-26,197.61,199.21,194.88,198.7,4945347
AMZN,2023-07-27,198.7,202.52,194.57,198.0,5300294
AMZN,2023-07-28,198.0,204.82,196.76,202.43,7443486
AMZN,2023-07-31,202.43,206.46,196.45,200.63,5099067
AMZN,2023-08-01,200.63,205.14,191.07,191.58,9084786
AMZN,2023-08-02,191.58,195.52,189.71,191.95,6620749
AMZN,2023-08-03,191.95,195.72,190.09,193.31,7942302
AMZN,2023-08-04,193.31,199.9,187.97,198.46,7828143
AMZN,2023-08-07,198.46,201.74,194.86,197.93,1395505
AMZN,2023-08-08,197.93,199.97,193.61,197.47,2908819
AMZN,2023-08-09,197.47,199.82,192.4,192.77,3494797
AMZN,2023-08-10,192.77,194.56,191.7,192.88,9688212
AMZN,2023-08-11,192.88,202.72,187.94,198.62,7594889
AMZN,2023-08-14,198.62,198.92,194.72,197.08,9155342
AMZN,2023-08-15,197.08,203.86,195.86,199.58,2464257
AMZN,2023-08-16,199.58,201.37,196.45,196.8,8209569
AMZN,2023-08-17,196.8,199.49,193.17,195.32,3410935
AMZN,2023-08-18,195.32,200.66,187.39,192.14,9465756
AMZN,2023-08-21,192.14,194.0,187.7,191.45,4962932
AMZN,2023-08-22,191.45,191.95,183.79,187.56,1004468
AMZN,2023-08-23,187.56,193.52,182.62,188.76,4083782
AMZN,2023-08-24,188.76,193.72,184.82,192.12,4595434
AMZN,2023-08-25,192.12,193.01,187.48,191.75,6969240
AMZN,2023-08-28,191.75,193.42,187.22,190.89,9245089
AMZN,2023-08-29,190.89,196.77,189.55,192.03,4078763
AMZN,2023-08-30,192.03,196.81,190.08,191.41,2500588
AMZN,2023-08-31,191.41,203.24,185.89,197.45,4643785
AMZN,2023-09-01,197.45,204.81,195.24,203.55,4552275
AMZN,2023-09-04,203.55,205.22,198.27,203.89,6651704
